ID;motivo_emp;valor_emp;tx_emp;emp_ativo
9067;Investimento;7000;12.87;0
9068;MEDICO;12000;12.87;0
9069;MEDICO;10000;12.87;0
9070;EDUCACAO;10000;12.87;0
9071;Investimento;4000;12.87;0
9072;Quitar outras dividas;10000;12.87;0
9073;Quitar outras dividas;12000;12.87;1
9074;Quitar outras dividas;10000;12.87;0
9075;Reforma da Casa;12000;12.87;0
9076;Investimento;8000;12.87;1
9077;EDUCACAO;12000;12.87;1
9078;MEDICO;15000;12.87;1
9079;MEDICO;12500;12.87;1
9080;MEDICO;12500;12.87;0
9081;Reforma da Casa;10000;12.87;0
9082;EDUCACAO;10000;12.87;0
9083;MEDICO;7000;12.87;0
9084;MEDICO;7000;12.87;0
9085;MEDICO;8000;12.87;0
9086;EDUCACAO;15000;12.87;1
9087;Reforma da Casa;15000;12.87;0
9088;PESSOAL;1500;12.87;0
9089;Quitar outras dividas;15000;12.87;0
9090;EDUCACAO;15000;12.87;0
9091;Quitar outras dividas;24250;12.87;1
9092;Quitar outras dividas;8000;12.87;0
9093;MEDICO;4500;12.87;0
9094;MEDICO;9500;12.87;0
9095;MEDICO;15600;12.87;1
9096;Reforma da Casa;24000;12.87;0
9097;MEDICO;10000;12.87;0
9098;MEDICO;8000;12.87;1
9099;Quitar outras dividas;12500;12.87;0
9100;Quitar outras dividas;8000;12.87;1
9101;Quitar outras dividas;8000;12.87;0
9102;EDUCACAO;10000;12.87;0
9103;PESSOAL;5000;12.87;0
9104;Quitar outras dividas;1500;12.87;0
9105;Investimento;6000;12.87;0
9106;Quitar outras dividas;8150;12.87;0
9107;Reforma da Casa;24250;12.87;0
9108;MEDICO;25000;12.87;1
9109;EDUCACAO;18500;12.87;0
9110;Investimento;17500;12.87;0
9111;EDUCACAO;1500;12.87;0
9112;Investimento;6250;12.87;0
9113;Investimento;12000;12.87;0
9114;Quitar outras dividas;4000;12.87;0
9115;Quitar outras dividas;4000;12.87;0
9116;Quitar outras dividas;6900;12.87;0
9117;MEDICO;4000;12.87;0
9118;MEDICO;5000;12.87;0
9119;EDUCACAO;5000;12.87;0
9120;Quitar outras dividas;9000;12.87;0
9121;EDUCACAO;8500;12.87;0
9122;MEDICO;18000;12.87;0
9123;Investimento;6500;12.87;0
9124;Quitar outras dividas;6000;12.87;0
9125;EDUCACAO;6000;12.87;0
9126;EDUCACAO;6250;12.87;0
9127;Quitar outras dividas;7000;12.87;0
9128;EDUCACAO;6400;12.87;0
9129;PESSOAL;6400;12.87;1
9130;EDUCACAO;7500;12.87;0
9131;Quitar outras dividas;7750;12.87;0
9132;Investimento;14000;12.87;0
9133;Quitar outras dividas;15000;12.87;0
9134;EDUCACAO;9250;12.87;1
9135;PESSOAL;16000;12.87;0
9136;PESSOAL;6250;12.87;0
9137;PESSOAL;10000;12.87;1
9138;Investimento;10000;12.87;0
9139;Reforma da Casa;10000;12.87;0
9140;Investimento;24000;12.87;0
9141;Quitar outras dividas;12000;12.87;1
9142;Reforma da Casa;5000;12.87;0
9143;MEDICO;8400;12.87;0
9144;Investimento;10000;12.87;0
9145;Investimento;13000;12.87;0
9146;MEDICO;2800;12.87;0
9147;Reforma da Casa;15000;12.87;0
9148;Reforma da Casa;5000;12.87;0
9149;MEDICO;2000;12.87;0
9150;MEDICO;9600;12.87;0
9151;PESSOAL;15000;12.87;1
9152;Reforma da Casa;6400;12.87;0
9153;Quitar outras dividas;8400;12.87;0
9154;MEDICO;25000;12.87;0
9155;MEDICO;24000;12.87;0
9156;Quitar outras dividas;10000;12.87;1
9157;PESSOAL;9000;12.87;0
9158;MEDICO;17500;12.87;0
9159;Investimento;9250;12.87;1
9160;EDUCACAO;13000;12.87;0
9161;Quitar outras dividas;12000;12.87;0
9162;Investimento;5000;12.87;0
9163;EDUCACAO;25000;12.87;0
9164;EDUCACAO;25000;12.87;1
9165;Quitar outras dividas;24250;12.87;0
9166;Quitar outras dividas;16000;12.87;1
9167;Investimento;1500;12.87;0
9168;Reforma da Casa;12000;12.87;0
9169;MEDICO;3500;12.87;0
9170;EDUCACAO;9000;12.87;0
9171;Reforma da Casa;9000;12.87;1
9172;Quitar outras dividas;14400;12.87;1
9173;PESSOAL;6000;12.87;0
9174;Reforma da Casa;6000;12.87;0
9175;PESSOAL;7000;12.87;0
9176;Quitar outras dividas;5200;12.87;0
9177;EDUCACAO;5500;12.87;0
9178;MEDICO;3600;12.87;0
9179;EDUCACAO;10000;12.87;0
9180;Reforma da Casa;19200;12.87;1
9181;PESSOAL;25000;12.87;0
9182;PESSOAL;3500;12.87;0
9183;PESSOAL;25000;12.92;0
9184;PESSOAL;24000;12.92;1
9185;EDUCACAO;10325;12.92;1
9186;EDUCACAO;6000;12.92;0
9187;EDUCACAO;15075;12.92;0
9188;Investimento;5000;12.92;1
9189;Quitar outras dividas;5000;12.92;1
9190;PESSOAL;6000;12.92;1
9191;Investimento;7500;12.92;1
9192;PESSOAL;6350;12.92;1
9193;EDUCACAO;6625;12.92;0
9194;MEDICO;7500;12.92;1
9195;MEDICO;8000;12.92;1
9196;EDUCACAO;5000;12.92;1
9197;MEDICO;10000;12.92;0
9198;Quitar outras dividas;7000;12.92;1
9199;Investimento;3000;12.92;0
9200;Reforma da Casa;15000;12.92;1
9201;MEDICO;8000;12.92;1
9202;MEDICO;6000;12.92;1
9203;EDUCACAO;7500;12.92;1
9204;Reforma da Casa;8000;12.92;0
9205;EDUCACAO;24000;12.92;0
9206;Reforma da Casa;6700;12.92;1
9207;Reforma da Casa;5000;12.92;0
9208;Quitar outras dividas;5000;12.92;1
9209;EDUCACAO;18000;12.98;0
9210;Investimento;4500;12.98;1
9211;Investimento;18000;12.98;1
9212;MEDICO;17000;12.98;1
9213;Quitar outras dividas;5500;12.98;0
9214;Investimento;2500;12.98;0
9215;Quitar outras dividas;3000;12.98;0
9216;MEDICO;11000;12.98;0
9217;EDUCACAO;5000;12.98;0
9218;Quitar outras dividas;4350;12.98;1
9219;Investimento;4750;12.98;0
9220;Quitar outras dividas;4800;12.98;0
9221;EDUCACAO;5000;12.98;1
9222;Quitar outras dividas;5000;12.98;0
9223;Investimento;3000;12.98;0
9224;EDUCACAO;6000;12.98;0
9225;PESSOAL;6000;12.98;0
9226;EDUCACAO;6000;12.98;0
9227;Investimento;7000;12.98;0
9228;Investimento;8400;12.98;0
9229;Quitar outras dividas;6500;12.98;0
9230;MEDICO;4800;12.98;0
9231;EDUCACAO;7500;12.98;0
9232;MEDICO;8000;12.98;0
9233;MEDICO;5000;12.98;0
9234;PESSOAL;9200;12.98;0
9235;Reforma da Casa;3600;12.98;1
9236;Investimento;10000;12.98;0
9237;EDUCACAO;10000;12.98;0
9238;EDUCACAO;4000;12.98;0
9239;PESSOAL;6000;12.98;0
9240;Quitar outras dividas;12000;12.98;1
9241;PESSOAL;12000;12.98;0
9242;PESSOAL;7500;12.98;0
9243;MEDICO;5000;12.98;0
9244;EDUCACAO;2000;12.98;0
9245;PESSOAL;8000;12.98;0
9246;MEDICO;2000;12.98;0
9247;PESSOAL;5600;12.98;0
9248;MEDICO;1600;12.98;0
9249;MEDICO;25000;12.98;0
9250;Quitar outras dividas;2500;12.98;0
9251;Quitar outras dividas;7500;12.98;0
9252;MEDICO;5000;12.98;1
9253;EDUCACAO;5000;12.98;0
9254;Quitar outras dividas;10000;12.98;0
9255;EDUCACAO;2000;12.98;0
9256;Reforma da Casa;7500;12.98;0
9257;Quitar outras dividas;4000;12.98;0
9258;Quitar outras dividas;3200;12.98;0
9259;MEDICO;3500;12.98;0
9260;MEDICO;15250;12.98;0
9261;Reforma da Casa;7000;12.98;0
9262;EDUCACAO;5000;12.98;0
9263;Reforma da Casa;1200;12.98;1
9264;Quitar outras dividas;4500;12.98;1
9265;Quitar outras dividas;7000;12.98;1
9266;Reforma da Casa;7000;12.98;0
9267;Investimento;1800;12.98;0
9268;Reforma da Casa;10000;12.98;0
9269;Quitar outras dividas;8400;12.98;0
9270;EDUCACAO;9000;12.98;0
9271;Reforma da Casa;15000;12.98;0
9272;Investimento;15000;12.98;0
9273;Quitar outras dividas;12000;12.98;0
9274;Reforma da Casa;14400;12.98;0
9275;PESSOAL;8400;12.98;1
9276;MEDICO;15000;12.98;0
9277;Reforma da Casa;8400;12.98;0
9278;EDUCACAO;12000;12.98;0
9279;EDUCACAO;7000;12.98;0
9280;Investimento;1500;12.98;0
9281;Investimento;14100;12.98;0
9282;Quitar outras dividas;8050;12.98;0
9283;EDUCACAO;11500;12.98;1
9284;Quitar outras dividas;4000;12.98;0
9285;Investimento;13775;12.98;1
9286;Reforma da Casa;13775;12.98;1
9287;PESSOAL;11500;12.98;0
9288;EDUCACAO;21000;12.99;0
9289;PESSOAL;20000;12.99;1
9290;PESSOAL;4000;12.99;0
9291;MEDICO;1000;12.99;0
9292;MEDICO;17600;12.99;0
9293;PESSOAL;3500;12.99;0
9294;Reforma da Casa;17000;12.99;1
9295;EDUCACAO;16000;12.99;1
9296;MEDICO;5975;12.99;0
9297;EDUCACAO;1000;12.99;0
9298;MEDICO;2000;12.99;0
9299;EDUCACAO;15000;12.99;0
9300;PESSOAL;15000;12.99;0
9301;PESSOAL;2400;12.99;0
9302;MEDICO;2400;12.99;0
9303;Investimento;3000;12.99;1
9304;Quitar outras dividas;3000;12.99;0
9305;EDUCACAO;12000;12.99;0
9306;Reforma da Casa;3200;12.99;1
9307;Reforma da Casa;3200;12.99;0
9308;Investimento;3300;12.99;0
9309;PESSOAL;14000;12.99;0
9310;EDUCACAO;3600;12.99;0
9311;MEDICO;10600;12.99;1
9312;Investimento;5000;12.99;0
9313;MEDICO;4000;12.99;0
9314;EDUCACAO;4000;12.99;0
9315;Reforma da Casa;4000;12.99;1
9316;MEDICO;4000;12.99;0
9317;MEDICO;4000;12.99;0
9318;EDUCACAO;2000;12.99;0
9319;Quitar outras dividas;5000;12.99;0
9320;PESSOAL;4500;12.99;0
9321;MEDICO;4800;12.99;0
9322;EDUCACAO;4800;12.99;0
9323;EDUCACAO;4800;12.99;0
9324;Quitar outras dividas;5700;12.99;0
9325;EDUCACAO;14750;12.99;0
9326;EDUCACAO;6000;12.99;0
9327;Reforma da Casa;5000;12.99;1
9328;MEDICO;5000;12.99;1
9329;EDUCACAO;5000;12.99;0
9330;Investimento;14125;12.99;0
9331;EDUCACAO;8450;12.99;0
9332;Investimento;5000;12.99;0
9333;Reforma da Casa;5000;12.99;0
9334;MEDICO;13000;12.99;0
9335;EDUCACAO;2125;12.99;0
9336;EDUCACAO;5700;12.99;0
9337;Quitar outras dividas;1800;12.99;1
9338;MEDICO;5875;12.99;0
9339;MEDICO;6000;12.99;0
9340;Quitar outras dividas;6000;12.99;1
9341;PESSOAL;4200;12.99;0
9342;Reforma da Casa;6000;12.99;1
9343;MEDICO;6000;12.99;0
9344;Reforma da Casa;6000;12.99;0
9345;PESSOAL;7000;12.99;0
9346;PESSOAL;6000;12.99;0
9347;Investimento;6000;12.99;1
9348;Reforma da Casa;2000;12.99;0
9349;Quitar outras dividas;7000;12.99;0
9350;PESSOAL;29100;12.99;1
9351;Investimento;2650;12.99;0
9352;EDUCACAO;6800;12.99;0
9353;EDUCACAO;6000;12.99;0
9354;MEDICO;9000;12.99;0
9355;PESSOAL;8000;12.99;0
9356;Quitar outras dividas;18000;12.99;0
9357;Quitar outras dividas;7000;12.99;0
9358;EDUCACAO;8000;12.99;0
9359;PESSOAL;9600;12.99;0
9360;MEDICO;5000;12.99;0
9361;Quitar outras dividas;8000;12.99;0
9362;Investimento;8000;12.99;0
9363;Quitar outras dividas;8000;12.99;0
9364;Quitar outras dividas;5100;12.99;0
9365;PESSOAL;8000;12.99;0
9366;Reforma da Casa;3000;12.99;0
9367;MEDICO;9000;12.99;0
9368;EDUCACAO;10000;12.99;0
9369;PESSOAL;9600;12.99;0
9370;PESSOAL;9600;12.99;0
9371;Investimento;6500;12.99;0
9372;Investimento;10000;12.99;1
9373;EDUCACAO;10000;12.99;0
9374;MEDICO;10000;12.99;0
9375;MEDICO;10000;12.99;0
9376;PESSOAL;10000;12.99;0
9377;EDUCACAO;4000;12.99;0
9378;Investimento;3500;12.99;0
9379;Reforma da Casa;29700;12.99;0
9380;EDUCACAO;10000;12.99;0
9381;PESSOAL;10200;12.99;0
9382;EDUCACAO;15000;12.99;0
9383;Quitar outras dividas;6000;12.99;0
9384;MEDICO;11525;12.99;0
9385;EDUCACAO;5000;12.99;0
9386;Investimento;10000;12.99;0
9387;MEDICO;12000;12.99;0
9388;Investimento;12000;12.99;1
9389;EDUCACAO;12000;12.99;0
9390;EDUCACAO;12000;12.99;0
9391;Quitar outras dividas;8000;12.99;0
9392;EDUCACAO;14000;12.99;0
9393;Investimento;2000;12.99;0
9394;Reforma da Casa;23750;12.99;0
9395;PESSOAL;15000;12.99;1
9396;PESSOAL;14000;12.99;0
9397;PESSOAL;20000;12.99;0
9398;Investimento;1500;12.99;1
9399;MEDICO;8475;12.99;1
9400;EDUCACAO;4800;12.99;0
9401;Quitar outras dividas;15000;12.99;0
9402;Quitar outras dividas;24000;12.99;0
9403;PESSOAL;25000;12.99;0
9404;Quitar outras dividas;5000;12.99;0
9405;EDUCACAO;12000;12.99;0
9406;Quitar outras dividas;15000;12.99;0
9407;MEDICO;4000;12.99;0
9408;Investimento;6000;12.99;0
9409;Quitar outras dividas;5000;12.99;0
9410;EDUCACAO;5700;12.99;0
9411;MEDICO;3500;12.99;0
9412;Reforma da Casa;9600;12.99;0
9413;Investimento;14750;12.99;0
9414;PESSOAL;14000;12.99;0
9415;EDUCACAO;7000;12.99;0
9416;EDUCACAO;13000;12.99;0
9417;Reforma da Casa;21600;12.99;0
9418;Investimento;15000;12.99;0
9419;EDUCACAO;12900;12.99;0
9420;PESSOAL;35000;12.99;0
9421;Reforma da Casa;35000;12.99;0
9422;EDUCACAO;22400;12.99;1
9423;MEDICO;18500;12.99;1
9424;EDUCACAO;4000;12.99;0
9425;PESSOAL;6600;12.99;0
9426;MEDICO;16000;12.99;1
9427;Reforma da Casa;2000;12.99;1
9428;Investimento;1800;12.99;0
9429;MEDICO;1800;12.99;0
9430;Investimento;2000;12.99;0
9431;EDUCACAO;2500;12.99;0
9432;Quitar outras dividas;3000;12.99;0
9433;Investimento;9500;12.99;0
9434;Investimento;12000;12.99;0
9435;MEDICO;12000;12.99;0
9436;Investimento;3500;12.99;0
9437;PESSOAL;3500;12.99;0
9438;PESSOAL;10600;12.99;0
9439;PESSOAL;3750;12.99;0
9440;Quitar outras dividas;4000;12.99;0
9441;Quitar outras dividas;4000;12.99;0
9442;MEDICO;4800;12.99;0
9443;Investimento;3300;12.99;0
9444;MEDICO;8000;12.99;0
9445;PESSOAL;5000;12.99;0
9446;Reforma da Casa;5000;12.99;1
9447;Quitar outras dividas;5400;12.99;0
9448;Investimento;5000;12.99;0
9449;MEDICO;6000;12.99;0
9450;EDUCACAO;7000;12.99;1
9451;EDUCACAO;2200;12.99;0
9452;Reforma da Casa;7000;12.99;0
9453;EDUCACAO;11000;12.99;1
9454;EDUCACAO;6800;12.99;0
9455;PESSOAL;6000;12.99;0
9456;EDUCACAO;7175;12.99;0
9457;PESSOAL;7200;12.99;0
9458;Investimento;3000;12.99;0
9459;MEDICO;6000;12.99;0
9460;EDUCACAO;8000;12.99;1
9461;Quitar outras dividas;1500;12.99;0
9462;Quitar outras dividas;5000;12.99;1
9463;Reforma da Casa;8000;12.99;0
9464;MEDICO;7600;12.99;0
9465;PESSOAL;9000;12.99;0
9466;Quitar outras dividas;9950;12.99;1
9467;MEDICO;5000;12.99;0
9468;EDUCACAO;5000;12.99;0
9469;Reforma da Casa;10000;12.99;1
9470;MEDICO;18000;12.99;1
9471;Quitar outras dividas;15000;12.99;0
9472;MEDICO;8000;12.99;0
9473;Reforma da Casa;2500;12.99;0
9474;Investimento;10175;12.99;1
9475;Reforma da Casa;5000;12.99;0
9476;EDUCACAO;11200;12.99;0
9477;MEDICO;12000;12.99;0
9478;Quitar outras dividas;6000;12.99;0
9479;PESSOAL;8000;12.99;0
9480;EDUCACAO;2350;12.99;0
9481;Investimento;12000;12.99;0
9482;MEDICO;4200;12.99;0
9483;Investimento;10000;12.99;0
9484;Quitar outras dividas;15000;12.99;0
9485;Reforma da Casa;13200;12.99;0
9486;Quitar outras dividas;2500;12.99;0
9487;Investimento;14000;12.99;0
9488;MEDICO;14125;12.99;1
9489;EDUCACAO;8700;12.99;0
9490;Investimento;18000;12.99;0
9491;Quitar outras dividas;14400;12.99;0
9492;MEDICO;15000;12.99;1
9493;Investimento;1500;12.99;0
9494;Reforma da Casa;5000;12.99;1
9495;MEDICO;15000;12.99;0
9496;Quitar outras dividas;12000;12.99;0
9497;Investimento;12000;12.99;0
9498;Investimento;35000;12.99;0
9499;Reforma da Casa;28000;12.99;1
9500;Quitar outras dividas;12000;12.99;0
9501;Quitar outras dividas;11275;12.99;0
9502;PESSOAL;14000;12.99;0
9503;MEDICO;15000;12.99;0
9504;PESSOAL;8000;12.99;0
9505;Quitar outras dividas;35000;12.99;0
9506;MEDICO;4200;12.99;0
9507;MEDICO;10175;12.99;1
9508;MEDICO;12000;12.99;0
9509;PESSOAL;12900;12.99;0
9510;Quitar outras dividas;5000;12.99;0
9511;MEDICO;7175;12.99;0
9512;Quitar outras dividas;11275;12.99;0
9513;Quitar outras dividas;17000;12.99;0
9514;Investimento;21250;12.99;1
9515;MEDICO;16000;12.99;1
9516;Quitar outras dividas;1500;12.99;0
9517;Reforma da Casa;15000;12.99;0
9518;Reforma da Casa;3000;12.99;1
9519;EDUCACAO;3500;12.99;0
9520;EDUCACAO;6000;12.99;0
9521;EDUCACAO;4500;12.99;0
9522;Investimento;5000;12.99;0
9523;Investimento;5750;12.99;0
9524;EDUCACAO;6000;12.99;0
9525;EDUCACAO;7000;12.99;0
9526;Quitar outras dividas;7500;12.99;0
9527;Reforma da Casa;3500;12.99;0
9528;Investimento;6000;12.99;0
9529;MEDICO;9600;12.99;0
9530;Reforma da Casa;6000;12.99;0
9531;Reforma da Casa;8225;12.99;0
9532;EDUCACAO;13000;12.99;0
9533;Reforma da Casa;5000;12.99;0
9534;PESSOAL;12000;12.99;0
9535;Quitar outras dividas;2000;12.99;0
9536;EDUCACAO;4500;12.99;0
9537;PESSOAL;20000;12.99;0
9538;PESSOAL;7000;12.99;0
9539;MEDICO;5750;12.99;0
9540;Investimento;12000;12.99;0
9541;Investimento;6000;12.99;0
9542;EDUCACAO;4500;12.99;0
9543;Investimento;4000;12.99;0
9544;PESSOAL;6000;12.99;0
9545;MEDICO;20000;13.04;0
9546;MEDICO;20000;13.04;0
9547;Investimento;4000;13.04;0
9548;EDUCACAO;3200;13.04;0
9549;EDUCACAO;5500;13.04;0
9550;PESSOAL;6000;13.04;0
9551;PESSOAL;7000;13.04;0
9552;MEDICO;6500;13.04;1
9553;Quitar outras dividas;5400;13.04;0
9554;EDUCACAO;11400;13.04;0
9555;Quitar outras dividas;15000;13.04;0
9556;PESSOAL;20000;13.04;1
9557;PESSOAL;8000;13.04;0
9558;EDUCACAO;7500;13.04;0
9559;Quitar outras dividas;2800;13.04;0
9560;Quitar outras dividas;6000;13.04;0
9561;MEDICO;15900;13.04;0
9562;EDUCACAO;20000;13.04;1
9563;Quitar outras dividas;15900;13.04;0
9564;PESSOAL;2800;13.04;0
9565;EDUCACAO;27500;13.06;1
9566;EDUCACAO;25000;13.06;1
9567;Quitar outras dividas;2275;13.06;0
9568;Investimento;20000;13.06;0
9569;Reforma da Casa;20000;13.06;0
9570;Reforma da Casa;20000;13.06;0
9571;Reforma da Casa;16000;13.06;1
9572;PESSOAL;16000;13.06;0
9573;EDUCACAO;1000;13.06;1
9574;Investimento;1200;13.06;0
9575;PESSOAL;1600;13.06;0
9576;MEDICO;2000;13.06;0
9577;Investimento;2400;13.06;1
9578;PESSOAL;3000;13.06;1
9579;Investimento;3000;13.06;1
9580;EDUCACAO;3000;13.06;0
9581;EDUCACAO;3000;13.06;1
9582;PESSOAL;3500;13.06;0
9583;Investimento;4800;13.06;0
9584;Investimento;12500;13.06;0
9585;EDUCACAO;4000;13.06;0
9586;Investimento;4000;13.06;0
9587;Investimento;4500;13.06;0
9588;PESSOAL;4800;13.06;0
9589;Investimento;15000;13.06;0
9590;Investimento;5800;13.06;0
9591;EDUCACAO;15000;13.06;0
9592;EDUCACAO;4000;13.06;0
9593;EDUCACAO;6000;13.06;0
9594;Reforma da Casa;6000;13.06;0
9595;EDUCACAO;9750;13.06;0
9596;Reforma da Casa;6600;13.06;1
9597;Quitar outras dividas;6625;13.06;1
9598;MEDICO;7200;13.06;0
9599;MEDICO;22000;13.06;0
9600;PESSOAL;5000;13.06;1
9601;Reforma da Casa;5000;13.06;1
9602;Reforma da Casa;8000;13.06;0
9603;MEDICO;7000;13.06;0
9604;PESSOAL;8075;13.06;0
9605;MEDICO;8400;13.06;0
9606;MEDICO;7450;13.06;0
9607;Quitar outras dividas;6800;13.06;0
9608;EDUCACAO;4200;13.06;0
9609;EDUCACAO;12000;13.06;0
9610;Quitar outras dividas;1500;13.06;0
9611;Investimento;4000;13.06;0
9612;Quitar outras dividas;24000;13.06;0
9613;PESSOAL;12000;13.06;0
9614;Reforma da Casa;9600;13.06;0
9615;PESSOAL;16000;13.06;0
9616;EDUCACAO;7500;13.06;1
9617;MEDICO;15000;13.06;1
9618;Investimento;6400;13.06;0
9619;EDUCACAO;10000;13.06;0
9620;Investimento;6000;13.06;0
9621;PESSOAL;10000;13.06;0
9622;PESSOAL;10000;13.06;0
9623;Quitar outras dividas;4200;13.06;0
9624;MEDICO;8075;13.06;0
9625;Investimento;15000;13.06;0
9626;Investimento;6000;13.06;0
9627;Investimento;20000;13.06;0
9628;PESSOAL;5800;13.06;0
9629;Quitar outras dividas;16000;13.06;0
9630;MEDICO;2275;13.06;0
9631;PESSOAL;20000;13.06;0
9632;PESSOAL;10000;13.06;0
9633;PESSOAL;4000;13.06;0
9634;EDUCACAO;10000;13.06;0
9635;EDUCACAO;9750;13.06;0
9636;EDUCACAO;35000;13.06;0
9637;Investimento;2150;13.06;0
9638;MEDICO;3300;13.06;0
9639;MEDICO;16000;13.06;0
9640;MEDICO;1800;13.06;0
9641;EDUCACAO;2200;13.06;0
9642;PESSOAL;13400;13.06;0
9643;Investimento;3000;13.06;1
9644;Quitar outras dividas;3400;13.06;0
9645;PESSOAL;5350;13.06;1
9646;Quitar outras dividas;8000;13.06;0
9647;MEDICO;9000;13.06;0
9648;Quitar outras dividas;7000;13.06;0
9649;MEDICO;6000;13.06;0
9650;Investimento;1000;13.06;0
9651;Reforma da Casa;15000;13.06;0
9652;PESSOAL;5500;13.06;0
9653;Investimento;5600;13.06;0
9654;Quitar outras dividas;8000;13.06;0
9655;Quitar outras dividas;7000;13.06;0
9656;MEDICO;14500;13.06;0
9657;PESSOAL;5200;13.06;0
9658;PESSOAL;8775;13.06;0
9659;PESSOAL;9000;13.06;0
9660;Investimento;10000;13.06;1
9661;PESSOAL;10000;13.06;0
9662;Reforma da Casa;20000;13.06;0
9663;Reforma da Casa;10000;13.06;1
9664;MEDICO;11700;13.06;1
9665;Reforma da Casa;18000;13.06;0
9666;EDUCACAO;20000;13.06;0
9667;MEDICO;11000;13.06;0
9668;MEDICO;13000;13.06;0
9669;MEDICO;14000;13.06;1
9670;MEDICO;15000;13.06;1
9671;EDUCACAO;20000;13.06;0
9672;Investimento;10000;13.06;0
9673;Reforma da Casa;5000;13.06;0
9674;EDUCACAO;33250;13.06;0
9675;EDUCACAO;25000;13.06;0
9676;Quitar outras dividas;5000;13.06;0
9677;Investimento;25000;13.06;0
9678;EDUCACAO;15000;13.06;1
9679;EDUCACAO;10000;13.06;1
9680;PESSOAL;20000;13.06;0
9681;Quitar outras dividas;13400;13.06;0
9682;EDUCACAO;25000;13.06;0
9683;MEDICO;20400;13.06;0
9684;Investimento;10625;13.06;0
9685;PESSOAL;1200;13.06;0
9686;Quitar outras dividas;1500;13.06;0
9687;MEDICO;9925;13.06;1
9688;Quitar outras dividas;10000;13.06;0
9689;EDUCACAO;10200;13.06;0
9690;EDUCACAO;2400;13.06;0
9691;Reforma da Casa;20400;13.06;0
9692;Reforma da Casa;8000;13.06;0
9693;Reforma da Casa;16000;13.06;0
9694;EDUCACAO;10000;13.06;0
9695;Investimento;1500;13.06;0
9696;Investimento;1200;13.06;0
9697;MEDICO;9925;13.06;1
9698;MEDICO;25000;13.11;1
9699;Reforma da Casa;22000;13.11;1
9700;MEDICO;20000;13.11;1
9701;Quitar outras dividas;20000;13.11;1
9702;Quitar outras dividas;20000;13.11;0
9703;MEDICO;18000;13.11;1
9704;EDUCACAO;18000;13.11;1
9705;PESSOAL;2100;13.11;0
9706;EDUCACAO;17000;13.11;0
9707;Quitar outras dividas;16800;13.11;0
9708;MEDICO;16750;13.11;1
9709;MEDICO;1200;13.11;0
9710;MEDICO;1400;13.11;0
9711;MEDICO;1950;13.11;0
9712;MEDICO;2000;13.11;0
9713;EDUCACAO;2000;13.11;0
9714;EDUCACAO;2100;13.11;0
9715;EDUCACAO;14000;13.11;1
9716;Quitar outras dividas;2400;13.11;0
9717;Investimento;2500;13.11;1
9718;Investimento;13000;13.11;1
9719;EDUCACAO;13000;13.11;1
9720;EDUCACAO;3000;13.11;0
9721;Investimento;12250;13.11;0
9722;Reforma da Casa;12000;13.11;1
9723;EDUCACAO;12000;13.11;0
9724;EDUCACAO;12000;13.11;0
9725;Quitar outras dividas;3200;13.11;1
9726;EDUCACAO;3500;13.11;0
9727;Investimento;11000;13.11;1
9728;EDUCACAO;11000;13.11;0
9729;Investimento;8500;13.11;0
9730;Quitar outras dividas;4200;13.11;1
9731;EDUCACAO;1600;13.11;0
9732;Investimento;9975;13.11;0
9733;MEDICO;9800;13.11;1
9734;Investimento;5000;13.11;0
9735;PESSOAL;5000;13.11;0
9736;Quitar outras dividas;9250;13.11;0
9737;EDUCACAO;5000;13.11;0
9738;Quitar outras dividas;16000;13.11;1
9739;PESSOAL;5500;13.11;1
9740;Investimento;5500;13.11;0
9741;Investimento;5600;13.11;0
9742;Reforma da Casa;6000;13.11;1
9743;Quitar outras dividas;7000;13.11;0
9744;PESSOAL;16000;13.11;0
9745;EDUCACAO;7000;13.11;0
9746;EDUCACAO;6400;13.11;0
9747;EDUCACAO;1200;13.11;0
9748;MEDICO;7000;13.11;0
9749;Investimento;15250;13.11;1
9750;EDUCACAO;7500;13.11;0
9751;EDUCACAO;10000;13.11;0
9752;Reforma da Casa;17500;13.11;0
9753;PESSOAL;8000;13.11;0
9754;Investimento;8000;13.11;0
9755;Quitar outras dividas;12500;13.11;0
9756;Quitar outras dividas;6000;13.11;0
9757;EDUCACAO;5000;13.11;0
9758;PESSOAL;8000;13.11;0
9759;PESSOAL;8200;13.11;0
9760;Quitar outras dividas;9250;13.11;1
9761;Quitar outras dividas;8100;13.11;0
9762;Quitar outras dividas;9600;13.11;0
9763;Investimento;10000;13.11;1
9764;Investimento;10000;13.11;1
9765;Investimento;10000;13.11;0
9766;MEDICO;12800;13.11;0
9767;Investimento;10000;13.11;0
9768;PESSOAL;20000;13.11;0
9769;Quitar outras dividas;11100;13.11;0
9770;Investimento;11000;13.11;0
9771;Quitar outras dividas;11800;13.11;0
9772;Investimento;12000;13.11;1
9773;PESSOAL;12000;13.11;0
9774;Quitar outras dividas;10000;13.11;0
9775;Investimento;7500;13.11;0
9776;MEDICO;25000;13.11;0
9777;PESSOAL;12000;13.11;0
9778;PESSOAL;4000;13.11;0
9779;EDUCACAO;11000;13.11;0
9780;EDUCACAO;12000;13.11;0
9781;PESSOAL;14000;13.11;0
9782;EDUCACAO;14000;13.11;0
9783;MEDICO;14000;13.11;0
9784;Investimento;11000;13.11;0
