ID;idade;renda_ano;moradia;anos_trabalho_atual;dados_contato;anos_hist_credito
23970;34;30636;aluguel;4;0;5
28861;34;30636;aluguel;4;0;10
19390;34;30857;aluguel;6;0;9
19231;34;31000;FINANCIADA;0;1;7
26509;34;31000;aluguel;5;0;10
19239;34;31075;FINANCIADA;3;0;6
19272;34;31500;FINANCIADA;16;0;8
19395;34;31704;aluguel;2;0;8
20022;34;31800;FINANCIADA;;0;9
19311;34;32000;FINANCIADA;12;0;6
19397;34;32000;aluguel;9;1;7
20369;34;32000;aluguel;0;0;6
22248;34;32000;aluguel;0;0;5
22922;34;32000;aluguel;6;1;10
29002;34;32000;FINANCIADA;12;0;10
23460;34;32758;aluguel;0;0;5
20372;34;33000;aluguel;5;0;9
20945;34;33000;aluguel;3;0;7
20189;34;33456;aluguel;2;0;5
23472;34;33500;aluguel;4;0;9
24900;34;33500;aluguel;0;0;9
19455;34;33600;FINANCIADA;4;0;6
19481;34;33612;FINANCIADA;0;0;9
22988;34;33666;aluguel;4;1;9
28711;34;33666;aluguel;4;1;5
22927;34;34000;aluguel;0;0;7
19645;34;35000;FINANCIADA;12;0;9
19655;34;35000;aluguel;0;0;6
19948;34;35000;aluguel;3;0;10
22498;34;35000;aluguel;2;0;9
22935;34;35000;aluguel;9;0;10
22937;34;35000;aluguel;1;0;9
25798;34;35000;propria;2;0;8
25881;34;35000;propria;18;0;8
26729;34;35000;aluguel;2;0;10
28281;34;35000;aluguel;2;0;5
28715;34;35000;aluguel;9;0;10
19713;34;35100;FINANCIADA;16;0;10
28895;34;35100;FINANCIADA;16;0;8
19714;34;35184;FINANCIADA;;0;7
22510;34;35316;aluguel;5;0;10
20571;34;35496;FINANCIADA;15;1;7
24035;34;35665;aluguel;2;0;6
19082;34;36000;aluguel;5;0;6
19767;34;36000;propria;;0;8
19828;34;36000;aluguel;3;1;7
19874;34;36000;FINANCIADA;5;1;10
20180;34;36000;aluguel;1;0;10
21651;34;36000;aluguel;0;0;10
23756;34;36000;aluguel;2;0;8
28541;34;36000;aluguel;1;1;7
26896;34;36129;aluguel;3;1;9
22132;34;36500;aluguel;4;0;10
18708;34;37000;aluguel;2;1;9
19930;34;37000;propria;17;0;10
19939;34;37000;FINANCIADA;7;0;5
22244;34;37000;aluguel;2;0;9
20004;34;37500;FINANCIADA;14;0;7
19957;34;38000;aluguel;3;0;5
20040;34;38000;FINANCIADA;12;0;5
20088;34;38000;propria;1;0;6
20090;34;38000;FINANCIADA;9;1;6
29023;34;38000;propria;1;0;9
20142;34;38400;FINANCIADA;;0;10
22116;34;38400;aluguel;1;0;7
24079;34;38400;aluguel;3;0;6
22977;34;38500;aluguel;0;1;9
20166;34;38769;FINANCIADA;3;0;6
29068;34;38769;FINANCIADA;3;0;6
18281;34;39000;aluguel;0;1;9
22516;34;39000;aluguel;5;0;5
22673;34;39000;aluguel;0;0;9
25211;34;39000;propria;5;0;6
24091;34;39312;aluguel;5;0;7
20228;34;39600;FINANCIADA;16;0;9
20231;34;39600;FINANCIADA;14;0;5
18675;34;39672;aluguel;18;0;9
18808;34;39996;aluguel;6;0;8
20441;34;39996;aluguel;0;0;10
20757;34;39996;aluguel;1;0;6
17957;34;40000;aluguel;3;0;8
19155;34;40000;aluguel;1;0;7
19218;34;40000;aluguel;2;0;8
19219;34;40000;aluguel;2;1;6
20359;34;40000;propria;2;0;6
20361;34;40000;FINANCIADA;11;0;7
20420;34;40000;propria;18;0;10
20424;34;40000;propria;7;0;7
20764;34;40000;aluguel;2;0;10
26775;34;40000;aluguel;2;0;6
28649;34;40000;aluguel;3;0;5
28859;34;40000;aluguel;2;0;5
19664;34;40800;aluguel;2;1;8
20554;34;41004;FINANCIADA;5;0;5
24141;34;41300;aluguel;18;1;6
20583;34;41600;FINANCIADA;16;0;6
20775;34;41600;aluguel;0;0;6
28343;34;41600;FINANCIADA;16;0;8
20591;34;41979;FINANCIADA;14;0;10
18529;34;42000;aluguel;5;0;10
19168;34;42000;aluguel;3;1;10
19289;34;42000;aluguel;2;0;6
20611;34;42000;FINANCIADA;1;0;6
20648;34;42000;FINANCIADA;18;0;8
20660;34;42000;FINANCIADA;7;0;7
20676;34;42000;propria;1;0;10
20779;34;42000;aluguel;17;0;5
21332;34;42000;aluguel;5;0;7
21648;34;42000;aluguel;2;0;7
21650;34;42000;aluguel;5;0;10
28505;34;42000;FINANCIADA;18;0;7
29075;34;42000;aluguel;5;0;9
23555;34;42240;aluguel;3;1;6
20767;34;42994;propria;7;0;8
20807;34;43000;FINANCIADA;9;0;10
22252;34;43000;aluguel;1;0;5
18691;34;43920;aluguel;2;1;10
18723;34;44000;aluguel;0;1;6
19716;34;44000;aluguel;0;1;8
19857;34;44000;aluguel;1;1;6
20880;34;44000;propria;2;0;6
21723;34;44000;aluguel;0;0;10
21756;34;44000;FINANCIADA;8;0;6
21780;34;44000;FINANCIADA;18;1;9
24584;34;44000;aluguel;2;0;9
26184;34;44000;aluguel;3;1;7
27938;34;44000;propria;2;1;9
20397;34;44400;aluguel;0;0;9
20932;34;44460;FINANCIADA;7;0;8
18874;34;45000;aluguel;7;0;10
19447;34;45000;aluguel;2;0;7
20398;34;45000;aluguel;2;0;10
21012;34;45000;propria;0;0;5
21089;34;45000;FINANCIADA;3;0;6
21090;34;45000;FINANCIADA;1;0;9
21134;34;45000;FINANCIADA;1;1;5
22417;34;45000;aluguel;3;0;8
24183;34;45000;aluguel;;0;10
25225;34;45000;aluguel;17;0;9
28909;34;45000;FINANCIADA;1;0;5
21168;34;45204;FINANCIADA;4;0;9
18267;34;45600;aluguel;;0;9
26873;34;45600;aluguel;6;0;9
18554;34;45996;aluguel;4;0;9
21237;34;46000;FINANCIADA;5;0;6
21243;34;46000;FINANCIADA;18;0;10
21451;34;46000;aluguel;1;0;8
22422;34;46000;aluguel;1;0;8
21284;34;46500;FINANCIADA;18;0;9
21306;34;46800;FINANCIADA;1;0;6
20825;34;47000;aluguel;7;0;6
21328;34;47000;propria;8;0;9
21356;34;47125;FINANCIADA;12;0;8
21360;34;47300;FINANCIADA;3;0;8
28178;34;47300;FINANCIADA;3;0;10
19166;34;47652;aluguel;6;1;5
23651;34;47700;aluguel;2;0;7
28638;34;47700;aluguel;2;0;10
22201;34;47818;aluguel;9;0;9
19464;34;48000;aluguel;4;0;10
19910;34;48000;aluguel;4;0;7
20235;34;48000;aluguel;0;0;9
21402;34;48000;FINANCIADA;3;0;7
21408;34;48000;FINANCIADA;9;1;7
21411;34;48000;FINANCIADA;7;0;8
21462;34;48000;FINANCIADA;5;0;5
21483;34;48000;FINANCIADA;10;0;6
21490;34;48000;FINANCIADA;2;0;10
24350;34;48000;aluguel;14;1;9
28276;34;48000;FINANCIADA;7;0;10
21574;34;48989;propria;10;0;5
28791;34;48989;propria;10;0;7
18557;34;50000;aluguel;4;0;9
18880;34;50000;aluguel;5;0;5
19169;34;50000;aluguel;0;0;9
19170;34;50000;aluguel;1;1;9
19998;34;50000;aluguel;0;0;7
20514;34;50000;aluguel;8;0;10
21643;34;50000;FINANCIADA;11;0;8
21649;34;50000;FINANCIADA;6;1;5
21658;34;50000;propria;0;0;7
21673;34;50000;propria;;0;5
21680;34;50000;propria;2;0;9
21711;34;50000;aluguel;5;0;8
21798;34;50000;FINANCIADA;7;0;10
21819;34;50000;FINANCIADA;18;0;8
25794;34;50000;aluguel;2;0;8
26718;34;50000;aluguel;5;0;5
26983;34;50000;aluguel;0;1;9
28896;34;50000;FINANCIADA;11;0;7
21034;34;50004;aluguel;5;0;6
21730;34;50004;aluguel;6;0;5
21941;34;50400;FINANCIADA;9;0;10
21277;34;50725;aluguel;1;1;9
28051;34;50725;aluguel;1;1;6
21735;34;51000;aluguel;1;0;6
21968;34;51000;FINANCIADA;;0;6
18561;34;51312;aluguel;0;0;10
22735;34;51600;FINANCIADA;2;0;8
27067;34;51600;aluguel;;1;6
22022;34;51621;FINANCIADA;5;0;6
28897;34;51621;FINANCIADA;5;0;7
21049;34;52000;aluguel;2;1;8
21741;34;52000;aluguel;1;0;9
22111;34;52000;FINANCIADA;15;0;7
24218;34;52800;aluguel;2;0;5
26012;34;52809;aluguel;18;0;9
28918;34;52809;aluguel;18;0;8
22178;34;53000;FINANCIADA;7;0;6
22196;34;53000;propria;9;0;10
19672;34;53500;aluguel;0;0;5
29109;34;53500;aluguel;0;0;10
22226;34;53549;FINANCIADA;17;0;6
21060;34;53995;aluguel;10;0;6
19574;34;54000;aluguel;5;1;6
22247;34;54000;FINANCIADA;5;0;5
22269;34;54000;FINANCIADA;5;0;6
22283;34;54000;FINANCIADA;5;0;7
22300;34;54000;FINANCIADA;18;0;5
22309;34;54000;propria;8;0;7
22829;34;54000;aluguel;2;0;6
27267;34;54000;aluguel;2;1;7
28163;34;54000;FINANCIADA;5;0;7
22330;34;54072;FINANCIADA;12;0;9
28941;34;54072;FINANCIADA;12;0;9
19308;34;54600;aluguel;2;0;8
19536;34;55000;aluguel;3;0;8
20850;34;55000;aluguel;7;0;6
22396;34;55000;FINANCIADA;6;0;7
22397;34;55000;FINANCIADA;4;1;10
22408;34;55000;FINANCIADA;3;0;9
22438;34;55000;FINANCIADA;6;1;10
22461;34;55000;aluguel;4;0;9
24310;34;55000;aluguel;5;0;9
24490;34;55000;aluguel;0;0;5
28210;34;55000;FINANCIADA;6;0;5
29070;34;55000;FINANCIADA;4;0;7
19970;34;55500;aluguel;2;0;10
21083;34;56000;aluguel;16;0;8
22267;34;56000;aluguel;2;1;5
22597;34;56000;propria;0;0;7
28687;34;56000;aluguel;16;0;5
22634;34;56400;FINANCIADA;2;0;10
22636;34;56400;propria;8;0;9
20528;34;57000;aluguel;7;1;10
22707;34;57000;aluguel;9;0;7
23465;34;57000;FINANCIADA;6;0;7
24507;34;57000;aluguel;1;0;8
21766;34;57016;aluguel;14;0;6
22750;34;57912;FINANCIADA;7;0;8
23138;34;57996;aluguel;3;0;8
22778;34;58000;FINANCIADA;18;0;8
22797;34;58000;propria;8;0;10
24511;34;58000;aluguel;11;0;9
24729;34;58650;FINANCIADA;7;1;10
23592;34;58800;FINANCIADA;3;0;10
22857;34;59000;propria;18;0;8
23743;34;59000;FINANCIADA;1;1;7
24307;34;59000;aluguel;0;0;10
21791;34;60000;aluguel;3;0;9
23002;34;60000;FINANCIADA;7;0;5
23128;34;60000;FINANCIADA;6;0;5
23158;34;60000;FINANCIADA;4;0;8
23161;34;60000;FINANCIADA;8;0;7
23204;34;60000;FINANCIADA;5;1;10
23216;34;60000;FINANCIADA;6;0;10
23226;34;60000;FINANCIADA;4;0;5
23824;34;60000;FINANCIADA;18;0;10
24551;34;60000;aluguel;1;0;9
24570;34;60000;aluguel;14;0;6
25287;34;60000;aluguel;3;0;9
25310;34;60000;aluguel;0;1;7
27262;34;60000;aluguel;2;0;7
28631;34;60000;FINANCIADA;6;1;9
28818;34;60000;aluguel;14;0;6
23254;34;60100;FINANCIADA;6;0;6
21041;34;60353;aluguel;13;0;6
28855;34;60353;aluguel;13;0;8
24936;34;60500;aluguel;3;1;10
23282;34;61000;propria;7;0;6
17889;34;61200;aluguel;18;0;8
23319;34;61476;FINANCIADA;12;0;7
21801;34;62000;aluguel;1;0;9
23349;34;62000;FINANCIADA;18;0;10
23690;34;62000;aluguel;2;0;7
25379;34;62000;aluguel;5;0;6
28198;34;62000;FINANCIADA;18;0;7
19965;34;62100;aluguel;1;0;5
25143;34;62900;FINANCIADA;11;0;5
21400;34;63000;aluguel;3;0;5
23464;34;63000;FINANCIADA;9;0;9
23484;34;63000;FINANCIADA;3;0;9
24034;34;63000;propria;5;1;8
21119;34;63500;aluguel;5;0;7
23510;34;63500;FINANCIADA;18;0;5
19786;34;63504;aluguel;0;0;10
28067;34;63504;aluguel;0;0;6
23529;34;63996;FINANCIADA;2;0;9
23548;34;64000;FINANCIADA;2;0;6
23551;34;64000;FINANCIADA;1;0;7
23557;34;64000;FINANCIADA;2;0;6
24252;34;64000;FINANCIADA;13;0;7
27313;34;64000;aluguel;5;0;8
28297;34;64000;FINANCIADA;2;0;5
18376;34;65000;aluguel;3;0;5
18615;34;65000;aluguel;0;0;8
18655;34;65000;aluguel;6;0;8
18826;34;65000;aluguel;4;0;7
23662;34;65000;FINANCIADA;3;0;7
23666;34;65000;FINANCIADA;8;0;5
23672;34;65000;FINANCIADA;5;0;6
23682;34;65000;FINANCIADA;6;0;10
23722;34;65000;FINANCIADA;4;0;6
23730;34;65000;FINANCIADA;12;0;10
23736;34;65000;FINANCIADA;17;0;7
23762;34;65000;propria;2;0;6
23776;34;65000;FINANCIADA;3;0;8
25410;34;65000;aluguel;2;0;7
27329;34;65000;aluguel;3;1;6
21130;34;65004;aluguel;8;0;9
23797;34;65200;FINANCIADA;13;0;7
25458;34;66000;aluguel;5;0;6
26062;34;66996;aluguel;4;1;9
18380;34;67000;aluguel;7;0;9
23885;34;67000;FINANCIADA;4;0;9
23896;34;67000;FINANCIADA;4;0;7
23913;34;67014;FINANCIADA;18;0;8
24505;34;67392;FINANCIADA;0;1;5
28599;34;67392;FINANCIADA;0;1;8
18382;34;67500;aluguel;2;0;5
23929;34;67656;propria;18;0;8
22535;34;68000;aluguel;5;0;9
23943;34;68000;FINANCIADA;17;0;9
23981;34;68000;FINANCIADA;1;0;5
26452;34;68000;aluguel;5;0;5
28246;34;68000;FINANCIADA;1;1;7
23990;34;68340;FINANCIADA;9;0;10
21443;34;69000;aluguel;0;1;5
25987;34;69000;aluguel;0;0;5
28332;34;69000;aluguel;0;0;10
24669;34;69204;aluguel;4;0;6
24044;34;69500;FINANCIADA;4;0;6
18279;34;69600;aluguel;10;0;6
17879;34;69996;aluguel;13;0;8
18384;34;70000;aluguel;1;0;9
19179;34;70000;aluguel;19;0;7
21147;34;70000;aluguel;0;0;7
21867;34;70000;aluguel;1;0;5
24090;34;70000;FINANCIADA;6;1;8
24109;34;70000;FINANCIADA;5;0;7
24123;34;70000;propria;0;0;9
24146;34;70000;FINANCIADA;5;0;6
24158;34;70000;FINANCIADA;14;0;6
24166;34;70000;FINANCIADA;13;0;5
24223;34;70000;FINANCIADA;16;0;5
24301;34;70000;aluguel;1;0;6
24814;34;70000;FINANCIADA;7;0;8
28323;34;70000;FINANCIADA;13;0;6
29071;34;70000;aluguel;1;0;7
24270;34;70596;FINANCIADA;18;0;9
18389;34;72000;aluguel;6;0;6
18393;34;72000;aluguel;2;0;10
18580;34;72000;aluguel;7;1;8
19180;34;72000;aluguel;17;0;8
21153;34;72000;aluguel;6;0;9
24324;34;72000;propria;2;0;10
24326;34;72000;FINANCIADA;8;1;8
24333;34;72000;FINANCIADA;11;0;9
24403;34;72000;FINANCIADA;10;0;9
24701;34;72000;aluguel;2;0;7
24467;34;72960;FINANCIADA;1;0;8
24478;34;73000;FINANCIADA;7;0;7
24709;34;73000;aluguel;0;0;10
25464;34;73000;FINANCIADA;6;1;5
28838;34;73000;FINANCIADA;7;0;9
24513;34;73600;FINANCIADA;10;0;7
24519;34;74000;FINANCIADA;10;1;10
24943;34;74000;aluguel;3;0;10
25020;34;74000;FINANCIADA;13;1;10
24545;34;74004;propria;6;0;7
24553;34;74256;FINANCIADA;1;0;9
24567;34;74700;propria;10;0;5
18042;34;75000;aluguel;9;0;8
24609;34;75000;FINANCIADA;3;0;5
24660;34;75000;FINANCIADA;0;0;8
24661;34;75000;FINANCIADA;6;0;10
24664;34;75000;FINANCIADA;14;0;10
24704;34;75000;FINANCIADA;6;0;7
24727;34;75000;aluguel;2;0;8
24742;34;75000;FINANCIADA;2;1;8
24760;34;75000;FINANCIADA;7;0;7
25509;34;75000;aluguel;2;0;8
26284;34;75000;aluguel;4;0;7
28902;34;75000;FINANCIADA;3;0;8
27834;34;75500;aluguel;0;0;10
28737;34;75500;aluguel;0;1;7
21897;34;76000;aluguel;4;0;10
25268;34;76000;FINANCIADA;13;0;5
20541;34;77000;aluguel;0;0;7
25664;34;77000;FINANCIADA;18;0;6
28449;34;77000;aluguel;3;1;10
18584;34;78000;aluguel;5;0;9
18669;34;78000;aluguel;0;0;5
27586;34;78000;aluguel;9;0;5
24948;34;78301;FINANCIADA;6;0;9
24977;34;79000;FINANCIADA;1;0;6
17892;34;80000;aluguel;0;0;5
19050;34;80000;aluguel;2;0;7
21169;34;80000;aluguel;4;0;9
21171;34;80000;aluguel;4;0;10
24752;34;80000;aluguel;6;0;7
25018;34;80000;FINANCIADA;;0;10
25040;34;80000;FINANCIADA;4;0;6
25050;34;80000;FINANCIADA;3;0;9
25071;34;80000;FINANCIADA;5;0;9
25131;34;80000;FINANCIADA;7;0;10
25154;34;80000;FINANCIADA;4;0;10
26303;34;80000;aluguel;6;1;7
29103;34;80000;aluguel;4;0;8
25181;34;80300;FINANCIADA;3;1;9
28515;34;80300;FINANCIADA;3;1;10
25194;34;80600;FINANCIADA;2;0;6
21178;34;82000;aluguel;3;0;9
21912;34;82000;aluguel;3;0;5
25326;34;83200;FINANCIADA;3;1;8
20905;34;84000;aluguel;3;0;10
25347;34;84000;FINANCIADA;10;0;8
25350;34;84000;FINANCIADA;6;0;6
25377;34;84000;FINANCIADA;15;0;8
28108;34;84000;aluguel;3;0;10
28450;34;84000;FINANCIADA;15;0;7
21189;34;85000;aluguel;7;0;5
24803;34;85000;aluguel;3;0;7
25448;34;85000;FINANCIADA;2;1;9
25450;34;85000;FINANCIADA;6;0;7
25466;34;85000;FINANCIADA;;0;7
25522;34;85000;FINANCIADA;19;1;8
25539;34;85800;propria;11;0;6
23882;34;86000;aluguel;4;0;7
25565;34;86100;FINANCIADA;5;0;5
23390;34;86400;aluguel;0;1;9
19324;34;87000;aluguel;0;0;5
25612;34;87360;FINANCIADA;11;0;5
25619;34;87600;FINANCIADA;15;0;6
17844;34;89000;aluguel;3;0;8
25663;34;89000;FINANCIADA;17;0;7
19225;34;90000;aluguel;0;0;5
19614;34;90000;aluguel;4;1;9
22288;34;90000;aluguel;4;0;7
25735;34;90000;FINANCIADA;15;0;6
25736;34;90000;FINANCIADA;3;1;8
25738;34;90000;FINANCIADA;4;0;5
25748;34;90000;FINANCIADA;7;0;8
25775;34;90000;FINANCIADA;19;0;7
25785;34;90000;FINANCIADA;5;0;7
27591;34;90000;aluguel;15;0;5
28371;34;90000;FINANCIADA;5;0;6
28612;34;90000;FINANCIADA;19;1;8
25848;34;90636;FINANCIADA;4;1;5
18114;34;91000;aluguel;11;0;5
25862;34;91000;FINANCIADA;19;0;10
28526;34;91000;FINANCIADA;19;0;8
25632;34;91200;aluguel;5;0;7
27075;34;91800;FINANCIADA;0;1;9
25905;34;92000;FINANCIADA;14;0;7
25912;34;92000;FINANCIADA;5;0;10
25917;34;92000;FINANCIADA;1;0;8
19230;34;92500;aluguel;4;0;5
28274;34;92500;aluguel;4;0;6
19894;34;93000;aluguel;11;1;10
23397;34;93100;aluguel;2;0;9
18439;34;93600;aluguel;15;0;5
25971;34;94000;FINANCIADA;3;0;5
18532;34;95000;aluguel;5;1;7
24846;34;95000;aluguel;7;0;6
26093;34;96000;propria;2;0;6
20543;34;96900;aluguel;1;0;10
18447;34;97356;aluguel;12;1;7
28410;34;97356;aluguel;12;1;7
26190;34;98000;FINANCIADA;10;0;5
26194;34;98000;propria;19;0;5
28270;34;98000;propria;19;0;10
26224;34;98480;FINANCIADA;18;0;10
26252;34;99996;FINANCIADA;18;0;8
18598;34;100000;aluguel;4;1;10
21945;34;100000;aluguel;5;0;9
26297;34;100000;FINANCIADA;7;0;6
26339;34;100000;FINANCIADA;8;0;10
26362;34;100000;FINANCIADA;11;1;6
27750;34;101000;aluguel;0;0;9
23513;34;102000;aluguel;4;1;10
26802;34;102000;FINANCIADA;0;0;5
26474;34;103000;FINANCIADA;5;0;8
26479;34;103000;FINANCIADA;5;0;7
26485;34;103363;FINANCIADA;4;0;8
28659;34;103363;FINANCIADA;4;0;5
22071;34;105000;aluguel;3;0;10
23407;34;105000;aluguel;0;0;8
26517;34;105000;FINANCIADA;14;0;5
26528;34;105000;FINANCIADA;2;0;7
26538;34;105000;FINANCIADA;2;0;7
19624;34;106000;aluguel;3;0;7
26568;34;106000;FINANCIADA;6;0;8
26577;34;106000;FINANCIADA;3;0;6
25751;34;108000;aluguel;0;1;7
26618;34;108000;FINANCIADA;;0;6
27017;34;108000;FINANCIADA;4;0;8
28258;34;108000;FINANCIADA;;0;8
26638;34;109000;propria;14;1;7
26642;34;109200;FINANCIADA;18;1;9
28912;34;109200;FINANCIADA;18;1;5
26646;34;109800;FINANCIADA;12;0;8
18977;34;110000;aluguel;6;1;10
20578;34;110000;aluguel;0;0;9
26656;34;110000;propria;9;0;9
26679;34;110000;FINANCIADA;2;0;10
26740;34;110000;FINANCIADA;15;0;6
21949;34;111280;aluguel;3;0;9
26760;34;111996;FINANCIADA;11;0;10
26772;34;112123;FINANCIADA;2;0;6
23858;34;113000;aluguel;6;1;9
28960;34;113000;aluguel;6;0;5
26799;34;113500;propria;4;0;8
27526;34;113900;FINANCIADA;5;0;10
26857;34;115000;FINANCIADA;11;0;9
27308;34;118000;FINANCIADA;1;0;7
26920;34;119000;FINANCIADA;10;0;10
17851;34;120000;aluguel;17;0;6
18477;34;120000;aluguel;7;0;7
19105;34;120000;aluguel;0;0;5
22760;34;120000;aluguel;9;0;5
25681;34;120000;aluguel;4;0;6
26952;34;120000;FINANCIADA;0;0;8
26958;34;120000;FINANCIADA;2;0;6
26964;34;120000;propria;4;0;9
27000;34;120000;FINANCIADA;10;0;10
27012;34;120000;FINANCIADA;4;0;6
27901;34;120000;FINANCIADA;0;1;8
27084;34;120579;FINANCIADA;9;1;7
27085;34;120602;FINANCIADA;4;0;8
27334;34;121000;FINANCIADA;8;1;8
27105;34;122400;FINANCIADA;5;0;10
27122;34;124000;FINANCIADA;3;0;5
27145;34;125000;FINANCIADA;0;0;5
27188;34;125000;FINANCIADA;4;0;9
27206;34;126000;FINANCIADA;2;0;5
28421;34;126000;FINANCIADA;2;0;10
27429;34;128000;FINANCIADA;14;0;5
27451;34;128000;FINANCIADA;2;0;10
27460;34;128000;propria;0;0;5
27236;34;128148;FINANCIADA;2;0;6
23417;34;130000;aluguel;2;0;10
27257;34;130000;FINANCIADA;5;0;10
27282;34;130000;FINANCIADA;5;0;7
27286;34;130000;FINANCIADA;5;0;7
27776;34;130000;aluguel;18;0;6
28126;34;130000;FINANCIADA;5;1;8
18488;34;135000;aluguel;6;1;8
27347;34;135000;FINANCIADA;2;0;6
27374;34;135000;FINANCIADA;18;0;6
27376;34;135000;FINANCIADA;7;1;7
28876;34;135000;aluguel;6;1;5
28990;34;135000;FINANCIADA;2;0;6
29052;34;135000;FINANCIADA;18;0;5
27380;34;135600;FINANCIADA;10;0;7
27389;34;136625;FINANCIADA;3;0;6
18316;34;138000;aluguel;0;0;10
27398;34;138000;FINANCIADA;14;0;6
27547;34;138000;FINANCIADA;18;1;7
28950;34;138000;FINANCIADA;14;0;6
27403;34;138571;FINANCIADA;18;0;8
27438;34;140000;FINANCIADA;8;0;8
27447;34;140000;FINANCIADA;17;1;10
27454;34;140000;propria;13;0;7
27469;34;140004;FINANCIADA;4;0;8
27487;34;143150;FINANCIADA;0;0;6
18997;34;147000;aluguel;1;0;5
18495;34;148000;aluguel;0;0;6
18492;34;148080;aluguel;0;0;6
28013;34;148750;aluguel;3;0;8
25706;34;150000;aluguel;5;0;9
27545;34;150000;FINANCIADA;18;0;10
27548;34;150000;FINANCIADA;1;0;5
27582;34;150000;FINANCIADA;5;0;9
27601;34;150000;FINANCIADA;14;1;6
27631;34;154000;FINANCIADA;4;0;8
17854;34;156000;aluguel;4;0;5
27643;34;156000;FINANCIADA;9;0;9
18147;34;158000;FINANCIADA;2;0;8
27667;34;160000;FINANCIADA;14;0;5
27669;34;160000;FINANCIADA;1;0;10
27681;34;160000;FINANCIADA;9;0;10
28436;34;160000;FINANCIADA;14;1;5
27688;34;165000;FINANCIADA;18;0;7
18228;34;168000;aluguel;0;0;10
18150;34;170000;FINANCIADA;9;0;10
18142;34;171996;FINANCIADA;1;0;5
27720;34;175000;FINANCIADA;18;0;7
18059;34;178000;FINANCIADA;4;1;5
18094;34;180000;FINANCIADA;9;1;7
28562;34;180000;FINANCIADA;9;1;8
27749;34;182500;FINANCIADA;6;1;9
27752;34;185000;FINANCIADA;18;1;5
25713;34;187000;aluguel;3;0;10
27758;34;195000;FINANCIADA;14;0;8
27759;34;195000;FINANCIADA;18;0;10
17988;34;204000;FINANCIADA;0;0;5
27793;34;220000;FINANCIADA;6;0;6
27795;34;220000;FINANCIADA;13;0;8
29100;34;220000;FINANCIADA;13;1;8
27797;34;222000;FINANCIADA;0;0;7
27801;34;225000;FINANCIADA;4;0;10
28901;34;225000;FINANCIADA;4;1;7
28239;34;263004;FINANCIADA;2;1;9
27844;34;275004;FINANCIADA;2;1;9
17901;34;285000;aluguel;5;0;10
17900;34;286000;FINANCIADA;11;0;6
17874;34;287300;aluguel;1;1;8
17893;34;300000;FINANCIADA;18;0;9
17861;34;325550;FINANCIADA;3;1;6
17878;34;334000;propria;18;1;10
27867;34;357000;FINANCIADA;3;1;9
27877;34;397800;FINANCIADA;5;1;5
28797;34;480000;FINANCIADA;5;0;9
21959;34;564000;aluguel;2;0;5
17835;34;948000;FINANCIADA;18;0;7
27879;33;10080;propria;11;0;8
18509;33;12000;aluguel;;0;7
27089;33;12000;aluguel;0;0;6
20444;33;14076;aluguel;;0;8
29040;33;14076;aluguel;;0;7
18033;33;14400;propria;0;0;8
19064;33;14400;aluguel;0;1;10
19350;33;14400;aluguel;2;0;5
28002;33;14400;propria;0;0;10
18904;33;15000;aluguel;3;1;9
19353;33;15500;aluguel;1;0;5
18155;33;15600;propria;1;0;7
18180;33;16000;FINANCIADA;0;0;5
18201;33;16620;propria;;0;6
18503;33;18000;aluguel;0;0;6
18891;33;18000;aluguel;1;0;5
19701;33;18000;aluguel;3;0;8
25829;33;18000;aluguel;0;1;9
27638;33;18000;propria;17;0;9
27581;33;18720;propria;0;1;6
28109;33;18720;propria;0;0;5
19693;33;18996;aluguel;5;0;7
18300;33;19200;propria;2;0;7
21473;33;19200;aluguel;;0;6
22855;33;19200;aluguel;0;0;6
20028;33;20000;aluguel;5;0;9
20099;33;20000;aluguel;5;1;8
21824;33;20244;aluguel;0;0;8
18368;33;20640;propria;0;0;7
27428;33;20988;propria;2;0;5
22102;33;21000;aluguel;0;0;6
27425;33;21000;propria;1;0;6
28994;33;21000;propria;1;0;7
22103;33;21600;aluguel;2;0;10
23888;33;21600;aluguel;3;0;8
28069;33;21600;aluguel;2;1;5
28404;33;21600;aluguel;3;0;7
23710;33;21996;aluguel;0;0;9
28482;33;21996;aluguel;0;1;8
23227;33;22000;aluguel;4;0;6
21488;33;22356;aluguel;2;0;8
18941;33;22800;aluguel;0;0;10
19381;33;23004;aluguel;6;1;5
23234;33;23400;aluguel;13;0;10
18591;33;24000;FINANCIADA;2;0;6
18754;33;24000;aluguel;;1;5
18943;33;24000;aluguel;0;1;7
22877;33;24000;aluguel;1;0;9
23236;33;24000;aluguel;10;0;7
23894;33;24000;aluguel;6;0;5
25319;33;24000;aluguel;2;0;9
27028;33;24000;aluguel;3;0;6
27215;33;24000;propria;2;0;9
28815;33;24000;aluguel;6;0;10
28986;33;24000;aluguel;;1;10
29081;33;24000;aluguel;0;1;8
23256;33;24720;aluguel;5;0;5
22183;33;24947;aluguel;3;0;9
18641;33;24996;FINANCIADA;3;1;6
18663;33;25000;FINANCIADA;8;0;8
18697;33;25000;FINANCIADA;4;0;7
18707;33;25000;FINANCIADA;0;1;10
19337;33;25000;aluguel;6;0;7
21000;33;25000;aluguel;;0;6
22881;33;25000;aluguel;18;0;8
28380;33;25000;FINANCIADA;0;1;6
